,song,artist,sum,count,old_popularity,lastfm_count,new_popularity,genre,year
7816,Only When You're Lonely,The Grass Roots,774,2,7817,3261,4277,Rock,
6540,Summertime,The Marcels,4144,3,6541,3228,4282,Rock,
2547,How Do You Catch A Girl,Sam The Sham and the Pharaohs,18182,8,2548,3226,4283,Rock,
4556,Chariot Rock,The Champs,13286,7,4557,3225,4285,Rock,
3739,Young Lovers,Paul and Paula,15610,10,3740,3221,4286,Rock,
1043,The Happy Organ,Dave 'Baby' Cortez,22484,17,1044,3221,4287,Rock,
4093,Everybody Loves A Clown,Gary Lewis And The Playboys,14638,11,4094,3212,4291,Rock,
4504,You Should Have Seen The Way He Looked At Me,The Dixie Cups,13446,6,4505,3182,4295,Rock,
3538,"Louie, Louie",The Sandpipers,16048,7,3539,3166,4300,Rock,
1708,Let's Do The Freddie,Chubby Checker,20226,9,1709,3160,4303,Rock,
3747,Wait A Minute,The Coasters,15602,8,3748,3147,4304,Rock,
2673,Love Will Find A Way,Jackie DeShannon,17946,8,2674,3147,4305,Rock,
5575,Batman,Jan & Dean,9154,5,5576,3143,4307,Rock,
5215,Most Of All,B.J. Thomas,10838,5,5216,3132,4313,Rock,
2619,What A Guy,The Raindrops,18042,8,2620,3128,4315,Rock,
1585,Trouble Is My Middle Name,Bobby Vinton,20578,9,1586,3120,4318,Rock,
1290,Half Heaven - Half Heartache,Gene Pitney,21552,12,1291,3114,4319,Rock,
7034,Say Wonderful Things,Ronnie Carroll,2312,4,7035,3108,4321,Rock,
3064,If I Cried Every Time You Hurt Me,Wanda Jackson,16958,8,3065,3104,4323,Rock,
1792,Rip Van Winkle,The Devotions,20000,10,1793,3100,4327,Rock,
4406,Peace Of Mind,Paul Revere & The Raiders Featuring Mark Lindsay,13732,6,4407,3090,4328,Rock,
54,Poor Boy,The Royaltones,35474,17,55,3078,4330,Rock,
5451,I'm So Thankful,The Ikettes,9806,7,5452,3076,4331,Rock,
8210,Good Time Tonight,The Soul Sisters,294,1,8211,3074,4332,Rock,
4388,"Yes Sir, That's My Baby",Ricky Nelson,13772,6,4389,3070,4333,Rock,
4552,Heaven,The Rascals,13294,6,4553,3068,4334,Rock,
5516,Roses And Rainbows,Danny Hutton,9442,6,5517,3058,4336,Rock,
6310,Brontosaurus Stomp,The Piltdown Men,5124,3,6311,3054,4337,Rock,
2740,It's Just A Little Bit Too Late,Wayne Fontana & The Mindbenders,17770,8,2741,3050,4341,Rock,
663,Road Runner,The Gants,24396,12,664,3041,4344,Rock,
2478,Walking Through The Country,The Grass Roots,18312,8,2479,3022,4353,Rock,
3352,So Close,Brook Benton,16386,7,3353,3006,4360,Rock,
7339,One Too Many Mornings,Beau Brummels,1620,3,7340,2984,4367,Rock,
816,The Rains Came,Sir Douglas Quintet,23626,11,817,2978,4368,Rock,
2829,My True Confession,Brook Benton,17542,9,2830,2972,4369,Rock,
2756,That Old Black Magic,Bobby Rydell,17712,8,2757,2971,4371,Rock,
7478,You're A Very Lovely Woman,The Merry-Go-Round,1336,3,7479,2945,4377,Rock,
1374,Talk To Me,Sunny & The Sunglows,21280,12,1375,2944,4378,Rock,
6626,I Never Felt Like This,Jack Scott,3804,4,6627,2940,4380,Rock,
4240,Sunday For Tea,Peter And Gordon,14192,6,4241,2930,4385,Rock,
1595,"Hello Heartache, Goodbye Love",Little Peggy March,20534,9,1596,2926,4387,Rock,
7023,In My Room,Sagittarius,2358,2,7024,2920,4388,Rock,
4206,Whispering,Nino Tempo & April Stevens,14292,9,4207,2920,4389,Rock,
3890,May I Take A Giant Step (Into Your Heart),1910 Fruitgum Co.,15286,8,3891,2904,4395,Rock,
7356,So Much,Little Anthony And The Imperials,1606,2,7357,2900,4396,Rock,
2771,I Knew It All The Time,The Dave Clark Five,17672,8,2772,2897,4398,Rock,
3866,Alley-Oop,Hollywood Argyles,15356,15,3867,2895,4400,Rock,
2150,"God, Country And My Baby",Johnny Burnette,19060,9,2151,2889,4405,Rock,
7656,She Really Loves You,Timi Yuro,1038,2,7657,2861,4411,Rock,
1775,Don't Take It So Hard,Paul Revere & The Raiders Featuring Mark Lindsay,20038,9,1776,2856,4412,Rock,
5961,All Of Everything,Frankie Avalon,7028,4,5962,2851,4414,Rock,
2965,Gypsy Woman,Rick Nelson,17212,9,2966,2840,4415,Rock,
5795,It Could Be We're In Love,The Cryan' Shames,7942,8,5796,2838,4417,Rock,
79,Missing You,Ray Peterson,33628,15,80,2838,4419,Rock,
1081,Percolator (Twist),Billy Joe & The Checkmates,22334,13,1082,2824,4423,Rock,
6842,Soul Train,Classics IV,2970,3,6843,2808,4427,Rock,
4464,On The Beach (In The Summertime),The 5th Dimension,13568,6,4465,2808,4428,Rock,
907,Down The Aisle Of Love,The Quin-Tones,23124,12,908,2781,4437,Rock,
2103,Let It Be Me,Betty Everett & Jerry Butler,19170,13,2104,2776,4439,Rock,
195,Fortuneteller,Bobby Curtola,29856,14,196,2767,4443,Rock,
4629,A Little Bit Of Soap,The Exciters,13052,6,4630,2766,4444,Rock,
4289,Canned Ham,Norman Greenbaum,14040,6,4290,2760,4446,Rock,
4662,Come Dance With Me,Jay & The Americans,12942,8,4663,2758,4448,Rock,
7564,I'm The Lonely One,Cliff Richard,1216,2,7565,2756,4449,Rock,
4275,Young Love,Lesley Gore,14086,6,4276,2752,4454,Rock,
2567,I'm Not Afraid,Ricky Nelson,18144,8,2568,2751,4455,Rock,
5345,Tennessee,Jan & Dean,10352,7,5346,2748,4458,Rock,
4160,Patty Baby,Freddy Cannon,14404,7,4161,2748,4459,Rock,
581,So This Is Love,The Castells,24964,13,582,2740,4462,Rock,
7138,A Letter From Betty,Bobby Vee,2018,2,7139,2736,4463,Rock,
2112,"Hey, Bobba Needle",Chubby Checker,19148,9,2113,2726,4466,Rock,
3252,Halfway To Paradise,Tony Orlando,16576,8,3253,2721,4468,Rock,
7344,Since I Met You Baby,Bobby Vee,1620,1,7345,2710,4470,Rock,
4340,If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,13898,7,4341,2700,4475,Rock,
670,Cry Baby Cry,The Angels,24362,11,671,2699,4476,Rock,
2083,Happy,The Sunshine Company,19208,10,2084,2697,4477,Rock,
3782,For My Baby,Brook Benton,15542,8,3783,2697,4478,Rock,
1225,The Train,1910 Fruitgum Co.,21802,10,1226,2675,4483,Rock,
4437,Good Combination,Sonny & Cher,13638,6,4438,2665,4485,Rock,
1396,You Are Mine,Frankie Avalon,21210,11,1397,2665,4486,Rock,
7658,Beat The Clock,The McCoys,1026,2,7659,2655,4492,Rock,
4089,I Make A Fool Of Myself,Frankie Valli,14660,8,4090,2655,4493,Rock,
4176,Twinkle Toes,Roy Orbison,14360,6,4177,2653,4495,Rock,
8190,Theme From The Wild Angels,Davie Allan And The Arrows,298,2,8191,2639,4500,Rock,
5517,You Can Have Her,The Righteous Brothers,9438,5,5518,2634,4502,Rock,
3837,She's Just My Style,Gary Lewis And The Playboys,15440,12,3838,2627,4506,Rock,
1567,Fools Rush In (Where Angels Fear To Tread),Brook Benton,20616,10,1568,2616,4508,Rock,
5541,Sunshine Games,The Music Explosion,9316,5,5542,2612,4510,Rock,
1544,With Your Love,Jack Scott,20672,10,1545,2608,4512,Rock,
3680,There's No Living Without Your Loving,Peter And Gordon,15764,7,3681,2598,4514,Rock,
7841,Fog Cutter,The Frantics,744,1,7842,2586,4522,Rock,
1474,Jimmy's Girl,Johnny Tillotson,20910,11,1475,2576,4524,Rock,
1104,Somewhere,The Tymes,22234,11,1105,2562,4525,Rock,
4429,I'm Afraid To Go Home,Brian Hyland,13652,8,4430,2560,4526,Rock,
3072,Somethin Else,Eddie Cochran,16944,9,3073,2554,4527,Rock,
8244,The Scavenger,Dick Dale and The Del-Tones,294,1,8245,2547,4528,Rock,
3904,"Twist, Twist Senora",Gary U.S. Bonds,15220,10,3905,2535,4531,Rock,
4906,"Like, Long Hair",Paul Revere & The Raiders,12052,6,4907,2532,4533,Rock,
4105,Stoned Cowboy,Fantasy,14586,11,4106,2526,4535,Rock,
1516,He Knows I Love Him Too Much,The Paris Sisters,20816,10,1517,2526,4536,Rock,
6255,I'll Be Seeing You,The Five Satins,5418,6,6256,2519,4539,Rock,
334,Sky Pilot (Part One),Eric Burdon & The Animals,27334,14,335,2517,4540,Rock,
7738,There's A Girl,Jan & Dean,876,3,7739,2516,4541,Rock,
6278,Brighton Hill,Jackie DeShannon,5290,4,6279,2512,4543,Rock,
745,Best Of Both Worlds,Lulu,23972,10,746,2511,4544,Rock,
2464,Born Too Late,Poni-Tails,18344,14,2465,2507,4546,Rock,
586,Big Boy Pete,The Olympics,24954,14,587,2495,4547,Rock,
1283,Apache,Jorgen Ingmann & His Guitar,21582,17,1284,2488,4550,Rock,
2999,It's Got The Whole World Shakin',Sam Cooke,17140,7,3000,2474,4554,Rock,
1885,Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,19740,10,1886,2469,4556,Rock,
7961,I'll Be Home,The Platters,586,2,7962,2467,4558,Rock,
6241,"Lonely Boy, Lonely Guitar",Duane Eddy,5492,5,6242,2462,4561,Rock,
635,Sandy,Ronny And The Daytonas,24598,11,636,2461,4562,Rock,
4166,The Worryin' Kind,Tommy Sands And The Raiders,14392,9,4167,2454,4565,Rock,
7011,Wishful Thinking,Little Anthony And The Imperials,2396,2,7012,2452,4566,Rock,
6282,Shirley,John Fred And The Playboys,5278,5,6283,2450,4568,Rock,
1277,Don't Throw Away All Those Teardrops,Frankie Avalon,21608,10,1278,2448,4570,Rock,
6303,I Still Love You,The Vejtables,5150,4,6304,2447,4571,Rock,
4330,Have I Stayed Too Long,Sonny & Cher,13930,6,4331,2444,4572,Rock,
5839,Summer Means Fun,Bruce & Terry,7692,5,5840,2439,4573,Rock,
3545,(You're Gonna) Hurt Yourself,Frankie Valli,16044,7,3546,2438,4574,Rock,
456,Cinnamon Girl,The Gentrys,25880,12,457,2422,4578,Rock,
4983,The Proud One,Frankie Valli,11764,6,4984,2406,4581,Rock,
4264,Wow Wow Wee (He's The Boy For Me),The Angels,14124,7,4265,2400,4585,Rock,
4327,Save Your Heart For Me,Gary Lewis And The Playboys,13930,11,4328,2399,4588,Rock,
6001,Be Bop A-Lula,The Everly Brothers,6824,5,6002,2392,4595,Rock,
4396,Earth Angel (Will You Be Mine),The Vogues,13756,6,4397,2388,4596,Rock,
622,"To Know Him, Is To Love Him",The Teddy Bears,24722,23,623,2385,4597,Rock,
6357,I Wanna Meet You,The Cryan' Shames,4928,4,6358,2381,4599,Rock,
3331,Jura (I Swear I Love You),Les Paul And Mary Ford,16418,10,3332,2379,4600,Rock,
2161,Shadrack,Brook Benton,19022,9,2162,2377,4601,Rock,
489,Walking Along,The Diamonds,25610,12,490,2367,4606,Rock,
4472,At The Scene,The Dave Clark Five,13536,7,4473,2360,4610,Rock,
1427,Tell It All Brother,Kenny Rogers & The First Edition,21108,11,1428,2358,4612,Rock,
1581,When Julie Comes Around,The Cuff Links,20596,9,1582,2350,4614,Rock,
7549,It's Raining Outside,The Platters,1224,2,7550,2344,4618,Rock,
6302,Nothin' Shakin',Eddie Fontaine,5156,3,6303,2343,4620,Rock,
4927,It's Just A House Without You,Brook Benton,11978,5,4928,2336,4623,Rock,
4468,Cinderella Sunshine,Paul Revere & The Raiders Featuring Mark Lindsay,13564,6,4469,2334,4625,Rock,
2292,Marlena,The 4 Seasons,18720,8,2293,2332,4626,Rock,
5862,Our Winter Love,The Lettermen,7544,4,5863,2327,4630,Rock,
6402,Get Him,The Exciters,4748,3,6403,2323,4631,Rock,
2868,Attack,The Toys,17454,9,2869,2317,4635,Rock,
7732,You Are My Sunshine,Johnny And The Hurricanes,910,1,7733,2315,4636,Rock,
8062,Little Miss Blue,Dion,480,1,8063,2306,4641,Rock,
2435,He's In Town,The Tokens,18386,8,2436,2306,4642,Rock,
5057,Gotta Travel On,Timi Yuro,11444,7,5058,2302,4644,Rock,
7590,Battle Of New Orleans,Harpers Bizarre,1140,2,7591,2296,4648,Rock,
1311,Every Day I Have To Cry,Steve Alaimo,21490,10,1312,2290,4651,Rock,
3807,I've Got To Have A Reason,The Dave Clark Five,15496,7,3808,2287,4652,Rock,
935,Sugar On Sunday,The Clique,22994,11,936,2281,4653,Rock,
1895,Like A Baby,Len Barry,19714,9,1896,2278,4656,Rock,
1812,The Ties That Bind,Brook Benton,19962,9,1813,2269,4659,Rock,
1234,Out Of My Mind,Johnny Tillotson,21768,10,1235,2260,4664,Rock,
171,She Belongs To Me,Rick Nelson,30294,18,172,2250,4673,Rock,
204,Wild Weekend,The Rebels,29580,17,205,2240,4678,Rock,
5153,I Can Make It With You,Jackie DeShannon,11074,6,5154,2230,4683,Rock,
6201,Twistin' U.S.A.,Chubby Checker,5658,3,6202,2230,4684,Rock,
5352,The Lady Came From Baltimore,Bobby Darin,10314,5,5353,2227,4687,Rock,
3477,Broomstick Cowboy,Bobby Goldsboro,16152,7,3478,2226,4688,Rock,
2349,I'm So Lonesome I Could Cry,B.J. Thomas And The Triumphs,18606,13,2350,2224,4689,Rock,
417,Baby Take Me In Your Arms,Jefferson,26284,12,418,2223,4690,Rock,
4422,Stir It Up And Serve It,Tommy Roe,13680,6,4423,2214,4691,Rock,
919,"Mixed-Up, Shook-Up, Girl",Patty & The Emblems,23066,11,920,2210,4694,Rock,
4563,A Perfect Love,Frankie Avalon,13264,6,4564,2207,4698,Rock,
4092,Don't Go Out Into The Rain (You're Going To Melt),Herman's Hermits,14646,7,4093,2199,4701,Rock,
6994,Shadows,5 Satins,2446,3,6995,2189,4703,Rock,
3500,Seven Day Weekend,Gary U.S. Bonds,16100,7,3501,2186,4704,Rock,
2042,Butterfly Baby,Bobby Rydell,19284,9,2043,2180,4705,Rock,
1019,I Wonder What She's Doing Tonite,Tommy Boyce & Bobby Hart,22626,14,1020,2167,4710,Rock,
1357,I'm A Drifter,Bobby Goldsboro,21338,10,1358,2166,4711,Rock,
3461,Bad To Me,Billy J. Kramer With The Dakotas,16178,10,3462,2158,4713,Rock,
1735,Darling Lorraine,The Knockouts,20160,11,1736,2154,4714,Rock,
1446,Tragedy,Brian Hyland,21024,10,1447,2153,4716,Rock,
3365,The Dreamer,Neil Sedaka,16370,7,3366,2141,4721,Rock,
6688,A Little Bitty Tear,Wanda Jackson,3556,3,6689,2140,4723,Rock,
7553,Your Baby's Gone Surfin',Duane Eddy,1224,2,7554,2137,4726,Rock,
4231,It Happened Today,The Skyliners,14220,8,4232,2135,4729,Rock,
2945,Rumors,Johnny Crawford,17254,10,2946,2134,4730,Rock,
2379,The Letter,Joe Cocker with Leon Russell & The Shelter People,18524,12,2380,2129,4734,Rock,
6151,You're Making A Mistake,The Platters,5944,3,6152,2127,4735,Rock,
6145,Hurtin' Inside,Brook Benton,5976,4,6146,2123,4737,Rock,
8050,Fried Onions,Lord Rockingham's XI,480,1,8051,2118,4741,Rock,
4874,Silver Threads And Golden Needles,The Cowsills,12172,7,4875,2117,4743,Rock,
4027,I Love Onions,Susan Christie,14848,8,4028,2116,4745,Rock,
8310,Tequila Twist,The Champs,198,1,8311,2111,4748,Rock,
660,Shimmy Like Kate,The Olympics,24406,11,661,2105,4749,Rock,
5415,Black Sheep,Sam The Sham and the Pharaohs,9982,6,5416,2105,4750,Rock,
3189,One Summer Night,The Diamonds,16722,9,3190,2093,4755,Rock,
2500,Portrait Of My Love,The Tokens,18274,8,2501,2091,4756,Rock,
3546,I Miss You So,Little Anthony And The Imperials,16042,7,3547,2082,4763,Rock,
7667,Faraway Star,The Chordettes,990,1,7668,2079,4764,Rock,
6353,We Know We're In Love,Lesley Gore,4944,3,6354,2071,4767,Rock,
3864,The Cat In The Window (The Bird In The Sky),Petula Clark,15358,7,3865,2067,4769,Rock,
4501,Airplane Song (My Airplane),The Royal Guardsmen,13448,6,4502,2046,4775,Rock,
3636,You Don't Know What You've Got (Until You Lose It),Ral Donner,15856,12,3637,2046,4776,Rock,
207,In A Moment,The Intrigues,29480,14,208,2039,4777,Rock,
1838,What Would I Do,Mickey & Sylvia,19856,9,1839,2039,4778,Rock,
6517,Psycho,Bobby Hendricks,4234,4,6518,2038,4779,Rock,
1994,I Wanna Thank You,Bobby Rydell,19426,9,1995,2027,4785,Rock,
4393,I Dig Girls,Bobby Rydell,13760,6,4394,2025,4786,Rock,
3541,Who's Your Baby?,The Archies,16048,7,3542,2012,4792,Rock,
7634,Still Waters Run Deep,Brook Benton,1068,1,7635,2003,4798,Rock,
1720,Where,The Platters,20182,9,1721,1991,4802,Rock,
5009,Dance With Me,The Mojo Men,11634,6,5010,1988,4803,Rock,
4745,Hurt,Little Anthony And The Imperials,12628,6,4746,1988,4804,Rock,
1181,Are You Really Mine,Jimmie Rodgers,21936,13,1182,1978,4808,Rock,
6361,Theme From A Summer Place,The Ventures,4904,5,6362,1974,4809,Rock,
6193,Back To The Hop,Danny & The Juniors,5686,5,6194,1969,4811,Rock,
2372,Come On,Tommy Roe,18552,8,2373,1964,4812,Rock,
5531,Breaking Up Is Hard To Do,The Happenings,9356,5,5532,1957,4817,Rock,
582,Over The Rainbow,The Demensions,24962,15,583,1953,4820,Rock,
7404,Well I'm Your Man,Johnny Tillotson,1516,3,7405,1946,4821,Rock,
4204,Washed Ashore (On A Lonely Island In The Sea),The Platters,14298,8,4205,1944,4822,Rock,
421,Closer To Home (I'm Your Captain),Grand Funk Railroad,26246,12,422,1944,4823,Rock,
6947,Sausalito (Is The Place To Go),Ohio Express,2580,2,6948,1943,4824,Rock,
1647,Quite A Party,The Fireballs,20394,10,1648,1940,4826,Rock,
3351,Rock 'N' Roll Woman,The Buffalo Springfield,16386,7,3352,1933,4829,Rock,
3923,Please Tell Me Why,The Dave Clark Five,15174,7,3924,1928,4831,Rock,
5890,Every Day I Have The Blues,Billy Stewart,7392,5,5891,1925,4833,Rock,
7030,Here She Comes,The Tymes,2316,3,7031,1924,4834,Rock,
3635,What Do You Want With Me,Chad & Jeremy,15864,8,3636,1923,4835,Rock,
2081,"No, No, No",The Chanters,19212,9,2082,1915,4837,Rock,
716,Popeye (The Hitchhiker),Chubby Checker,24106,13,717,1909,4841,Rock,
4243,Melancholy Music Man,The Righteous Brothers,14186,6,4244,1902,4842,Rock,
649,Joey's Song,Bill Haley And His Comets,24488,12,650,1897,4844,Rock,
5524,Will Power,The Cookies,9384,5,5525,1897,4845,Rock,
6386,Son-In-Law,The Blossoms,4844,4,6387,1896,4846,Rock,
5783,Because Of You,Chris Montez,8020,5,5784,1885,4850,Rock,
2962,If My Pillow Could Talk,Connie Francis,17216,9,2963,1868,4857,Rock,
5014,Our World,Blue Mink,11624,6,5015,1861,4858,Rock,
3723,Baby Be Mine,The Jelly Beans,15648,7,3724,1852,4861,Rock,
1307,The Letter,The Arbors,21500,10,1308,1845,4864,Rock,
7496,Patch Of Blue,Frankie Valli & The 4 Seasons,1316,2,7497,1838,4865,Rock,
7223,Get The Message,Brian Hyland,1820,2,7224,1826,4869,Rock,
107,Tell Me,Dick and DeeDee,32226,14,108,1823,4872,Rock,
139,Caribbean,Mitchell Torok,31188,14,140,1822,4873,Rock,
854,Sacred,The Castells,23420,12,855,1819,4875,Rock,
3787,The Colour Of My Love,Jefferson,15536,9,3788,1817,4877,Rock,
2127,You Really Know How To Hurt A Guy,Jan & Dean,19094,9,2128,1804,4884,Rock,
2956,Heartaches By The Number,Johnny Tillotson,17232,8,2957,1801,4888,Rock,
6446,Lonely Saturday Night,Don French,4596,3,6447,1801,4889,Rock,
4167,"Good, Good Lovin'",Chubby Checker,14392,6,4168,1801,4890,Rock,
826,Sting Ray,The Routers,23556,10,827,1794,4895,Rock,
7632,I'm So Lonesome I Could Cry,Johnny Tillotson,1068,1,7633,1792,4897,Rock,
4375,Surf Party,Chubby Checker,13802,6,4376,1791,4898,Rock,
4704,"New York Mining Disaster 1941 (Have You Seen My Wife, Mr. Jones)",Bee Gees,12786,7,4705,1785,4901,Rock,
1857,Everlovin',Rick Nelson,19816,10,1858,1780,4904,Rock,
3390,Laugh At Me,Sonny,16314,10,3391,1774,4906,Rock,
717,Goin' Out Of My Head/Can't Take My Eyes Off You,The Lettermen,24100,15,718,1759,4918,Rock,
6975,Man Of Constant Sorrow,Ginger Baker's Air Force,2504,2,6976,1754,4920,Rock,
5400,Two Fools,Frankie Avalon,10070,5,5401,1746,4922,Rock,
4260,(The Lights Went Out In) Massachusetts,Bee Gees,14132,8,4261,1735,4925,Rock,
1699,A Wonder Like You,Rick Nelson,20244,11,1700,1734,4929,Rock,
1750,From A Window,Billy J. Kramer With The Dakotas,20118,10,1751,1732,4930,Rock,
4389,Glory Glory,The Rascals,13770,6,4390,1719,4933,Rock,
5454,Yesterday's Hero,Gene Pitney,9796,5,5455,1717,4934,Rock,
6630,Up On The Roof,The Cryan' Shames,3794,3,6631,1715,4936,Rock,
8180,My Little Chickadee,The Foundations,298,2,8181,1714,4937,Rock,
1588,Why'd You Wanna Make Me Cry,Connie Stevens,20568,11,1589,1714,4938,Rock,
7367,Ja-Da,Johnny And The Hurricanes,1584,2,7368,1712,4939,Rock,
2891,I Was Such A Fool (To Fall In Love With You),Connie Francis,17416,9,2892,1706,4943,Rock,
5092,Moments To Remember,The Vogues,11332,5,5093,1705,4945,Rock,
272,Bimbombey,Jimmie Rodgers,28200,16,273,1703,4946,Rock,
7122,Give My Love A Try,Linda Jones,2060,3,7123,1703,4948,Rock,
7912,I Can't Help It (If I'm Still In Love With You),B.J. Thomas,658,1,7913,1697,4951,Rock,
7221,From Both Sides Now,Dion,1820,2,7222,1684,4956,Rock,
4538,Long Lonely Nights,Bobby Vinton,13332,7,4539,1683,4958,Rock,
525,The Little Space Girl,Jesse Lee Turner,25346,12,526,1671,4964,Rock,
6622,Bring Your Love To Me,The Righteous Brothers,3816,3,6623,1662,4971,Rock,
161,Evil Woman Don't Play Your Games With Me,CROW,30562,15,162,1662,4972,Rock,
6541,Mister Lonely,The Videls,4142,3,6542,1658,4973,Rock,
5310,"Baby, Do The Philly Dog",The Olympics,10502,6,5311,1658,4974,Rock,
2608,Your Nose Is Gonna Grow,Johnny Crawford,18060,9,2609,1654,4977,Rock,
1856,A Symphony For Susan,The Arbors,19820,10,1857,1651,4979,Rock,
1034,Bristol Twistin' Annie,The Dovells,22536,11,1035,1651,4980,Rock,
4474,Satisfied With You,The Dave Clark Five,13526,6,4475,1648,4982,Rock,
2806,All Strung Out,Nino Tempo & April Stevens,17576,8,2807,1648,4983,Rock,
3735,Green Light,The American Breed,15620,7,3736,1647,4984,Rock,
319,Togetherness,Frankie Avalon,27448,13,320,1646,4985,Rock,
8046,Birds Of A Feather,Joe South,480,1,8047,1644,4988,Rock,
2004,My Girl Josephine,Jerry Jaye,19394,9,2005,1639,4991,Rock,
6655,Thank You And Goodnight,The Angels,3708,3,6656,1637,4993,Rock,
7379,It's Magic,The Platters,1568,2,7380,1636,4994,Rock,
6536,Let Me Be The One,The Paris Sisters,4164,5,6537,1634,4996,Rock,
712,Muddy River,Johnny Rivers,24118,11,713,1623,5002,Rock,
4840,Changes,Crispian St. Peters,12290,7,4841,1623,5003,Rock,
3137,Annie Fanny,The Kingsmen,16816,8,3138,1610,5006,Rock,
5492,"Sweet, Sweet Lovin'",The Platters,9612,7,5493,1608,5007,Rock,
2309,Three Window Coupe,The Rip Chords,18696,9,2310,1606,5009,Rock,
5194,Your Other Love,The Flamingos,10930,5,5195,1601,5010,Rock,
2649,"Run, Run, Look And See",Brian Hyland,18000,9,2650,1601,5011,Rock,
739,This Friendly World,Fabian,23990,13,740,1593,5018,Rock,
1843,Jump Over,Freddy Cannon,19846,10,1844,1582,5023,Rock,
7720,High Heel Sneakers,Jerry Lee Lewis,910,1,7721,1577,5028,Rock,
239,Mexican Hat Rock,The Applejacks,28830,15,240,1576,5029,Rock,
3158,Warmed Over Kisses (Left Over Love),Brian Hyland,16770,8,3159,1576,5030,Rock,
5755,Clementine,Jan & Dean,8174,6,5756,1570,5035,Rock,
4087,The Beat,The Rockin R's,14664,8,4088,1570,5036,Rock,
5787,Mau-Mau,The Wailers,7986,5,5788,1570,5038,Rock,
4754,Up And Down,The McCoys,12582,6,4755,1564,5039,Rock,
2443,Waltzing Matilda,Jimmie Rodgers,18376,8,2444,1562,5041,Rock,
7363,If Only I Had My Mind On Something Else,Bee Gees,1592,3,7364,1559,5042,Rock,
